Data,Hora (UTC),DiaSemChuva,Precipitacao,Latitude,Longitude,Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Chuva (mm),ClassificacaoRF
15/08/2019,23,40.0,0.0,-8.18,-54.96,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,58.0,0.0,-8.16,-54.8,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,42.0,0.0,-8.16,-54.96,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,24.0,0.0,-8.09,-54.76,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,24.0,0.0,-8.09,-54.78,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,12.0,0.0,-8.07,-54.76,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,12.0,0.0,-8.07,-54.78,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,51.0,0.1,-7.71,-55.09,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.35,-53.49,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.35,-53.53,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.34,-53.49,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.34,-53.53,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.32,-53.49,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.32,-53.51,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,9.0,0.0,-6.3,-53.86,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,70.0,0.0,-8.74,-55.02,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,71.0,0.0,-8.74,-55.04,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,66.0,0.0,-8.72,-55.02,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,69.0,0.0,-8.72,-55.04,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,60.0,0.0,-8.67,-54.68,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,60.0,0.0,-8.67,-54.7,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,70.0,0.0,-8.65,-54.71,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,23,40.0,0.0,-8.55,-55.16,22.8,23.9,22.5,95.0,96.0,85.0,22.0,22.1,21.3,990.4,990.4,989.9,0.4,231.0,2.3,0.0,alto
15/08/2019,17,70.0,0.0,-8.74,-55.02,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,17,71.0,0.0,-8.74,-55.04,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,17,66.0,0.0,-8.72,-55.02,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,17,69.0,0.0,-8.72,-55.04,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,17,69.0,0.0,-8.7,-55.05,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,17,7.0,0.0,-7.87,-54.82,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,17,9.0,0.0,-7.85,-54.82,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
16/08/2019,23,2.0,0.1,-5.74,-53.58,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,2.0,0.1,-5.74,-53.6,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,10.0,0.3,-7.85,-54.84,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,10.0,0.3,-7.85,-54.86,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.2,-7.83,-54.82,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.2,-7.83,-54.84,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,12.0,0.2,-7.83,-54.86,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.2,-7.81,-54.82,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,13.0,0.2,-7.81,-54.86,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.0,-7.47,-54.96,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.0,-7.47,-54.98,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.0,-7.46,-54.96,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,26.0,0.1,-7.18,-55.14,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,30.0,0.2,-6.88,-55.11,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,30.0,0.2,-6.88,-55.13,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,21.0,0.1,-6.82,-55.18,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.1,-6.6,-55.07,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,8.0,0.1,-6.6,-55.09,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,9.0,1.9,-6.58,-53.48,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,médio
16/08/2019,23,9.0,1.8,-6.58,-53.5,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,médio
16/08/2019,23,9.0,2.3,-6.56,-53.5,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,médio
16/08/2019,23,10.0,0.2,-6.54,-53.95,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,10.0,0.1,-6.54,-53.97,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,10.0,0.2,-6.52,-53.95,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,9.0,7.2,-6.41,-53.4,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,28.0,0.1,-6.4,-54.88,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,2.0,0.0,-5.76,-53.56,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,2.0,0.2,-5.76,-53.6,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,2.0,0.0,-5.74,-53.56,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,70.0,0.0,-8.74,-54.98,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,71.0,0.0,-8.74,-55.0,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,71.0,0.0,-8.74,-55.02,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,72.0,0.0,-8.74,-55.04,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,16.0,0.0,-8.56,-54.61,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.0,-8.54,-54.57,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.0,-8.54,-54.61,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,11.0,0.3,-8.41,-54.78,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,2.0,0.1,-8.33,-55.15,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,5.0,0.2,-8.14,-55.16,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,6.0,0.2,-8.14,-55.18,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,9.0,0.2,-7.87,-54.82,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,10.0,0.3,-7.85,-54.8,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
16/08/2019,23,10.0,0.3,-7.85,-54.82,23.0,24.9,22.6,93.0,95.0,79.0,21.9,21.9,21.0,990.6,990.7,990.6,1.5,176.0,2.7,0.0,alto
15/08/2019,17,70.0,0.0,-8.74,-55.0,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,15,17.0,0.6,-6.4,-54.8,29.2,29.7,28.3,68.0,73.0,67.0,22.8,23.8,22.4,992.9,993.4,992.9,1.8,39.0,5.5,0.0,alto
15/08/2019,17,26.0,0.9,-6.51,-55.09,30.9,31.2,29.7,62.0,70.0,59.0,22.7,24.3,21.8,990.9,991.9,990.9,2.0,90.0,4.7,0.0,alto
15/08/2019,18,60.0,0.0,-8.67,-54.68,31.3,32.2,30.4,57.0,65.0,56.0,21.8,23.5,21.8,989.9,990.9,989.9,2.1,48.0,5.8,0.0,alto
15/08/2019,18,60.0,0.0,-8.67,-54.7,31.3,32.2,30.4,57.0,65.0,56.0,21.8,23.5,21.8,989.9,990.9,989.9,2.1,48.0,5.8,0.0,alto
16/08/2019,7,10.0,0.3,-7.85,-54.82,22.4,22.6,22.2,98.0,98.0,97.0,22.0,22.2,21.8,991.2,991.2,990.8,0.6,7.0,1.4,0.0,alto
16/08/2019,18,11.0,0.0,-8.54,-54.57,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,11.0,0.0,-8.54,-54.59,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,43.0,0.2,-8.2,-54.92,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,41.0,0.2,-8.2,-54.94,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,11.0,0.0,-7.49,-54.96,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,69.0,0.0,-8.81,-54.94,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,69.0,0.0,-8.8,-54.94,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,71.0,0.0,-8.74,-55.02,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,72.0,0.0,-8.74,-55.04,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,67.0,0.0,-8.72,-55.02,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,70.0,0.0,-8.72,-55.04,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,70.0,0.0,-8.7,-55.05,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,26.0,0.1,-8.09,-54.76,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,14.0,0.1,-8.07,-54.78,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,18,2.0,0.1,-8.05,-54.77,29.6,31.5,29.6,65.0,65.0,58.0,22.2,23.2,21.4,990.5,991.1,990.5,2.6,102.0,9.0,0.0,alto
16/08/2019,17,2.0,0.1,-5.76,-53.58,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,2.0,0.1,-5.74,-53.58,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,69.0,0.0,-8.81,-54.94,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,69.0,0.0,-8.8,-54.94,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,71.0,0.0,-8.74,-55.02,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,72.0,0.0,-8.74,-55.04,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,70.0,0.0,-8.7,-55.05,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,70.0,0.0,-8.7,-55.07,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,14.0,0.1,-8.07,-54.76,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,9.0,0.2,-7.87,-54.8,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,9.0,0.3,-7.87,-54.88,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,10.0,0.3,-7.86,-54.9,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,10.0,0.3,-7.85,-54.8,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,10.0,0.3,-7.85,-54.84,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,16,71.0,0.0,-8.74,-55.02,29.1,29.6,26.9,75.0,86.0,66.0,24.2,24.9,22.2,992.3,992.9,992.2,1.9,124.0,8.3,0.4,alto
16/08/2019,17,10.0,0.3,-7.85,-54.9,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,11.0,0.2,-7.83,-54.8,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,28.0,0.1,-6.44,-54.9,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,28.0,0.1,-6.42,-54.88,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,28.0,0.1,-6.42,-54.9,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,58.0,0.0,-8.81,-54.92,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,67.0,0.0,-8.72,-55.02,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,70.0,0.0,-8.72,-55.04,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,10.0,0.3,-7.85,-54.82,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,11.0,0.2,-7.83,-54.82,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,10.0,0.1,-6.52,-53.97,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,28.0,0.2,-6.44,-54.88,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,28.0,0.1,-6.44,-54.92,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
16/08/2019,17,28.0,0.1,-6.42,-54.92,30.5,31.1,28.9,61.0,75.0,60.0,22.1,24.6,22.0,991.1,992.3,991.1,3.5,106.0,7.6,0.0,alto
15/08/2019,16,70.0,0.0,-8.74,-55.02,30.1,31.4,28.8,68.0,71.0,63.0,23.7,24.8,22.6,991.9,992.9,991.9,1.3,38.0,5.2,0.0,alto
15/08/2019,16,71.0,0.0,-8.74,-55.04,30.1,31.4,28.8,68.0,71.0,63.0,23.7,24.8,22.6,991.9,992.9,991.9,1.3,38.0,5.2,0.0,alto
15/08/2019,16,66.0,0.0,-8.72,-55.02,30.1,31.4,28.8,68.0,71.0,63.0,23.7,24.8,22.6,991.9,992.9,991.9,1.3,38.0,5.2,0.0,alto
16/08/2019,22,5.0,0.2,-8.14,-55.16,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,6.0,0.2,-8.14,-55.18,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
15/08/2019,16,69.0,0.0,-8.72,-55.04,30.1,31.4,28.8,68.0,71.0,63.0,23.7,24.8,22.6,991.9,992.9,991.9,1.3,38.0,5.2,0.0,alto
15/08/2019,16,69.0,0.0,-8.7,-55.05,30.1,31.4,28.8,68.0,71.0,63.0,23.7,24.8,22.6,991.9,992.9,991.9,1.3,38.0,5.2,0.0,alto
15/08/2019,16,17.0,0.6,-6.4,-54.8,30.1,31.4,28.8,68.0,71.0,63.0,23.7,24.8,22.6,991.9,992.9,991.9,1.3,38.0,5.2,0.0,alto
16/08/2019,22,9.0,0.2,-7.88,-54.88,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,9.0,0.2,-7.87,-54.82,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,9.0,0.3,-7.87,-54.88,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,10.0,0.3,-7.85,-54.8,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,10.0,0.3,-7.85,-54.82,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,10.0,0.3,-7.85,-54.84,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,10.0,0.3,-7.85,-54.86,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,12.0,0.2,-7.83,-54.86,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,13.0,0.2,-7.81,-54.86,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,11.0,0.0,-7.47,-54.96,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,11.0,0.0,-7.47,-54.98,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,11.0,0.0,-7.46,-54.96,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,57.0,0.0,-7.34,-54.95,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,26.0,0.1,-7.18,-55.14,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
16/08/2019,22,29.0,0.1,-7.18,-55.16,24.8,24.8,22.5,80.0,94.0,80.0,21.1,21.6,20.7,990.6,990.7,990.6,1.8,170.0,2.6,0.0,alto
